customer_id,age,age_group,income,product_category,product_name,brand,purchase_frequency,purchase_amount
1437,49,36-50,75000,Groceries,Coffee,Starbucks,7,580
1438,51,50+,77000,Home Decor,Bedsheet,Portico,5,1800
1439,53,50+,79000,Clothing,Sweater,JohnPlayers,4,2200
1440,55,50+,81000,Electronics,Smart TV,Sony,4,44000
1441,57,50+,83000,Groceries,Tea,Tetley,8,280
1442,59,50+,85000,Clothing,Shirt,VanHeusen,6,2500
1443,61,50+,87000,Home Decor,Curtains,IKEA,4,3200
1444,63,50+,89000,Electronics,Speaker,Bose,3,13000
1445,65,50+,91000,Groceries,Honey,Dabur,7,310
1446,67,50+,93000,Clothing,Jacket,Woodland,3,3800
1447,19,18-25,27000,Electronics,Headphones,Sony,7,2900
1448,21,18-25,30000,Clothing,Cap,Puma,8,700
1449,23,18-25,32000,Groceries,Chips,UncleChips,9,60
1450,24,18-25,34000,Home Decor,PhotoFrames,IKEA,6,400
1451,26,26-35,36000,Electronics,Smartwatch,Fossil,5,13000
1452,28,26-35,39000,Clothing,Jeans,Wrangler,7,1900
1453,30,26-35,42000,Groceries,Chocolate,Ferrero,8,210
1454,31,26-35,45000,Home Decor,Rug,IKEA,6,1900
1455,33,26-35,48000,Clothing,Shorts,HRX,7,1100
1456,35,26-35,51000,Electronics,Camera,Panasonic,4,28000
1457,36,36-50,54000,Groceries,Sauce,Maggi,7,120
1458,38,36-50,57000,Home Decor,WallClock,Quartz,6,850
1459,40,36-50,60000,Clothing,Jacket,Wildcraft,5,3900
1460,41,36-50,63000,Electronics,Monitor,LG,5,10000
1461,43,36-50,66000,Groceries,Pasta,Bambino,8,170
1462,45,36-50,69000,Home Decor,Lampshade,IKEA,6,500
1463,46,36-50,72000,Clothing,Blazer,Arrow,4,5500
1464,48,36-50,75000,Electronics,GamingConsole,Sony,3,34000
1465,50,50+,77000,Groceries,Rice,Daawat,7,1150
1466,52,50+,79000,Home Decor,Carpet,IKEA,5,4000
1467,54,50+,81000,Clothing,Sweater,MonteCarlo,4,2500
1468,56,50+,83000,Electronics,Tablet,Lenovo,4,20000
1469,58,50+,85000,Groceries,Flour,Patanjali,8,270
1470,60,50+,87000,Clothing,Jeans,Pepe,5,1700
1471,62,50+,89000,Home Decor,Lamp,Philips,6,2900
1472,64,50+,91000,Electronics,Headphones,Sennheiser,3,11000
1473,66,50+,93000,Groceries,Spices,Catch,7,140
1474,18,18-25,24000,Clothing,Hoodie,Puma,8,1800
1475,20,18-25,27000,Electronics,Earbuds,Realme,7,1400
1476,22,18-25,29000,Groceries,EnergyDrink,Monster,8,130
1477,24,18-25,31000,Home Decor,Showpiece,IKEA,6,800
1478,25,18-25,33000,Clothing,TShirt,Adidas,8,1100
1479,27,26-35,35000,Electronics,Router,TP-Link,6,1400
1480,29,26-35,38000,Groceries,Biscuits,Parle,8,70
1481,31,26-35,41000,Home Decor,Cushion,IKEA,7,400
1482,32,26-35,44000,Clothing,Jeans,FlyingMachine,6,1900
1483,34,26-35,47000,Electronics,SmartBand,MI,5,1700
1484,36,36-50,50000,Groceries,Jam,Kissan,8,110
1485,38,36-50,53000,Home Decor,Curtains,IKEA,6,2600
1486,39,36-50,56000,Clothing,Jacket,Decathlon,5,3200
1487,41,36-50,59000,Electronics,Keyboard,Razer,4,3600
1488,43,36-50,62000,Groceries,Mayonnaise,Veeba,7,130
1489,45,36-50,65000,Home Decor,Rug,HomeTown,5,2400
1490,46,36-50,68000,Clothing,Shirt,VanHeusen,6,2600
1491,48,36-50,71000,Electronics,ExternalDrive,Seagate,5,4800
1492,50,50+,73000,Groceries,Coffee,Nescafe,8,430
1493,52,50+,75000,Home Decor,WallClock,Titan,6,1100
1494,54,50+,77000,Clothing,Sweater,AllenSolly,4,2600
1495,56,50+,79000,Electronics,Smartwatch,Fitbit,4,12000
1496,58,50+,81000,Groceries,Tea,Tata,8,320
1497,60,50+,83000,Clothing,Jacket,AllenSolly,4,2800
1498,62,50+,85000,Home Decor,Bedsheet,BombayDyeing,5,1500
1499,64,50+,87000,Electronics,Printer,HP,4,7500
1500,66,50+,89000,Groceries,Honey,Zandu,7,260
1501,68,50+,91000,Clothing,Blazer,BlackBerry,3,5300
1502,19,18-25,26000,Electronics,Headphones,JBL,7,3300
1503,21,18-25,29000,Clothing,Shorts,Nike,8,1200
1504,23,18-25,31000,Groceries,Chocolate,Amul,9,80
1505,24,18-25,33000,Home Decor,WallStickers,IKEA,6,230
1506,26,26-35,35000,Electronics,Speaker,JBL,6,6500
1507,28,26-35,38000,Clothing,Jeans,Levis,7,2200
1508,30,26-35,41000,Groceries,Oats,Quaker,8,200
1509,31,26-35,44000,Home Decor,Vases,IKEA,6,550
1510,33,26-35,47000,Clothing,Jacket,Columbia,5,5000
1511,35,26-35,50000,Electronics,Smartwatch,Apple,4,20000
1512,36,36-50,53000,Groceries,Pasta,Barilla,8,150
1513,38,36-50,56000,Home Decor,PhotoFrames,IKEA,6,450
1514,40,36-50,59000,Clothing,TShirt,Puma,7,1200
1515,41,36-50,62000,Electronics,Camera,Canon,4,35000
1516,43,36-50,65000,Groceries,Soup,Knorr,7,90
1517,45,36-50,68000,Home Decor,Lamp,Philips,6,2500
1518,47,36-50,71000,Clothing,FormalShirt,Arrow,6,2400
1519,48,36-50,74000,Electronics,Monitor,Acer,4,9500
1520,50,50+,76000,Groceries,Rice,IndiaGate,7,1100
1521,52,50+,78000,Home Decor,Curtains,IKEA,5,3100
1522,54,50+,80000,Clothing,Sweater,JohnPlayers,4,2300
1523,56,50+,82000,Electronics,Tablet,Asus,4,17000
1524,58,50+,84000,Groceries,Flour,Ashirwad,8,310
1525,60,50+,86000,Clothing,Jeans,Lee,5,1900
1526,62,50+,88000,Home Decor,Rug,IKEA,4,2200
1527,64,50+,90000,Electronics,Headphones,Bose,3,14000
1528,66,50+,92000,Groceries,Spices,Everest,7,130
1529,68,50+,94000,Clothing,Jacket,NorthFace,3,5800
1530,18,18-25,25000,Electronics,Earbuds,Skullcandy,8,1900
1531,20,18-25,28000,Clothing,TShirt,HRX,8,900
1532,22,18-25,30000,Groceries,Snacks,Bingo,9,60
1533,23,18-25,32000,Home Decor,WallLamp,IKEA,6,1000
1534,25,18-25,34000,Electronics,PowerBank,Samsung,7,1000
1535,27,26-35,36000,Clothing,Jeans,Spykar,7,1800
1536,29,26-35,39000,Groceries,Yogurt,Amul,8,90
1537,30,26-35,42000,Home Decor,Clock,Ajanta,6,1200
1538,32,26-35,45000,Clothing,Jacket,Adidas,5,3700
1539,34,26-35,48000,Electronics,Keyboard,Logitech,5,2300
1540,35,26-35,51000,Groceries,Cheese,Amul,7,200
1541,37,36-50,54000,Home Decor,Cushions,IKEA,6,360
1542,39,36-50,57000,Clothing,Trousers,PeterEngland,7,2000
1543,40,36-50,60000,Electronics,Smartwatch,Samsung,5,13000
1544,42,36-50,63000,Groceries,Juice,Tropicana,8,120
1545,44,36-50,66000,Home Decor,WallArt,IKEA,5,2900
1546,46,36-50,69000,Clothing,Shirt,AllenSolly,6,2800
1547,47,36-50,72000,Electronics,Projector,BenQ,3,36000
1548,49,36-50,75000,Groceries,Coffee,Starbucks,7,550
1549,51,50+,77000,Home Decor,Bedsheet,Portico,5,1600
1550,53,50+,79000,Clothing,Sweater,MonteCarlo,4,2400
1551,55,50+,81000,Electronics,Smart TV,MI,4,30000
1552,57,50+,83000,Groceries,Tea,TajMahal,8,300
1553,59,50+,85000,Clothing,Shirt,VanHeusen,6,2700
1554,61,50+,87000,Home Decor,Curtains,IKEA,4,3000
1555,63,50+,89000,Electronics,Speaker,Sony,3,10000
1556,65,50+,91000,Groceries,Honey,Himalaya,7,290
1557,67,50+,93000,Clothing,Jacket,Woodland,3,3600
1558,19,18-25,27000,Electronics,Headphones,Sony,7,2600
1559,21,18-25,30000,Clothing,Cap,Adidas,8,650
1560,23,18-25,32000,Groceries,Chips,Lays,9,55
1561,24,18-25,34000,Home Decor,PhotoFrames,IKEA,6,380
1562,26,26-35,36000,Electronics,Smartwatch,Amazfit,5,5000
1563,28,26-35,39000,Clothing,Jeans,Wrangler,7,1600
1564,30,26-35,42000,Groceries,Chocolate,DairyMilk,8,75
1565,31,26-35,45000,Home Decor,Rug,IKEA,6,1700
1566,33,26-35,48000,Clothing,Shorts,Reebok,7,1000
1567,35,26-35,51000,Electronics,Camera,Nikon,4,31000
1568,36,36-50,54000,Groceries,Sauce,Heinz,7,170
1569,38,36-50,57000,Home Decor,WallClock,Quartz,6,750
1570,40,36-50,60000,Clothing,Jacket,Wildcraft,5,3700
1571,41,36-50,63000,Electronics,Monitor,Dell,5,12000
1572,43,36-50,66000,Groceries,Pasta,DelMonte,8,140
1573,45,36-50,69000,Home Decor,Lampshade,IKEA,6,480
1574,46,36-50,72000,Clothing,Blazer,LouisPhilippe,4,5000
1575,48,36-50,75000,Electronics,GamingConsole,Microsoft,3,30000
1576,50,50+,77000,Groceries,Rice,Kohinoor,7,1050
1577,52,50+,79000,Home Decor,Carpet,IKEA,5,3800
1578,54,50+,81000,Clothing,Sweater,AllenSolly,4,2500
1579,56,50+,83000,Electronics,Tablet,Samsung,4,22000
1580,58,50+,85000,Groceries,Flour,ShaktiBhog,8,260
1581,60,50+,87000,Clothing,Jeans,Pepe,5,1600
1582,62,50+,89000,Home Decor,Lamp,Philips,6,2500
1583,64,50+,91000,Electronics,Headphones,Sennheiser,3,11000
1584,66,50+,93000,Groceries,Spices,MDH,7,120
1585,68,50+,95000,Clothing,Jacket,Columbia,3,5000
1586,18,18-25,24000,Clothing,Hoodie,Nike,8,1900
1587,20,18-25,27000,Electronics,Earbuds,Noise,7,1300
1588,22,18-25,29000,Groceries,EnergyDrink,RedBull,8,140
1589,24,18-25,31000,Home Decor,Showpiece,HomeTown,6,850
1590,25,18-25,33000,Clothing,TShirt,Puma,8,1100
1591,27,26-35,35000,Electronics,Router,Netgear,6,1800
1592,29,26-35,38000,Groceries,Biscuits,Britannia,8,100
1593,31,26-35,41000,Home Decor,Cushion,IKEA,7,340
1594,32,26-35,44000,Clothing,Jeans,FlyingMachine,6,2100
1595,34,26-35,47000,Electronics,SmartBand,Huawei,5,1500
1596,36,36-50,50000,Groceries,Jam,Kissan,8,120
1597,38,36-50,53000,Home Decor,Curtains,IKEA,6,2500
1598,39,36-50,56000,Clothing,Jacket,Decathlon,5,3000
1599,41,36-50,59000,Electronics,Keyboard,Corsair,4,4000
1600,43,36-50,62000,Groceries,Mayonnaise,FunFoods,7,140
1601,45,36-50,65000,Home Decor,Rug,HomeTown,5,2300
1602,46,36-50,68000,Clothing,Shirt,VanHeusen,6,2500
1603,48,36-50,71000,Electronics,ExternalDrive,WD,5,5000
1604,50,50+,73000,Groceries,Coffee,Nestle,8,440
1605,52,50+,75000,Home Decor,WallClock,Titan,6,1000
1606,54,50+,77000,Clothing,Sweater,JohnPlayers,4,2100
1607,56,50+,79000,Electronics,Smartwatch,Garmin,4,16000
1608,58,50+,81000,Groceries,Tea,Tata,8,310
1609,60,50+,83000,Clothing,Jacket,AllenSolly,4,2700
1610,62,50+,85000,Home Decor,Bedsheet,BombayDyeing,5,1500
1611,64,50+,87000,Electronics,Printer,Canon,4,7000
1612,66,50+,89000,Groceries,Honey,Dabur,7,270
1613,68,50+,91000,Clothing,Blazer,Arrow,3,4800
1614,19,18-25,26000,Electronics,Headphones,JBL,7,3100
1615,21,18-25,29000,Clothing,Shorts,Adidas,8,1200
1616,23,18-25,31000,Groceries,Chocolate,KitKat,9,65
1617,24,18-25,33000,Home Decor,WallStickers,IKEA,6,240
1618,26,26-35,35000,Electronics,Speaker,UltimateEars,5,13000
1619,28,26-35,38000,Clothing,Jeans,Levis,7,2000
1620,30,26-35,41000,Groceries,Oats,Saffola,8,190
1621,31,26-35,44000,Home Decor,Vases,IKEA,6,500
1622,33,26-35,47000,Clothing,Jacket,NorthFace,5,5200
1623,35,26-35,50000,Electronics,Smartwatch,Apple,4,18000
1624,36,36-50,53000,Groceries,Pasta,Barilla,8,140
1625,38,36-50,56000,Home Decor,PhotoFrames,IKEA,6,420
1626,40,36-50,59000,Clothing,TShirt,USPA,7,1300
1627,41,36-50,62000,Electronics,Camera,Sony,4,29000
1628,43,36-50,65000,Groceries,Soup,Knorr,7,85
1629,45,36-50,68000,Home Decor,Lamp,Philips,6,2400
1630,47,36-50,71000,Clothing,FormalShirt,PeterEngland,6,2100
1631,48,36-50,74000,Electronics,Monitor,BENQ,4,12000
1632,50,50+,76000,Groceries,Rice,Daawat,7,1100
1633,52,50+,78000,Home Decor,Curtains,IKEA,5,2800
1634,54,50+,80000,Clothing,Sweater,MonteCarlo,4,2200
1635,56,50+,82000,Electronics,Tablet,Lenovo,4,18000
1636,58,50+,84000,Groceries,Flour,Patanjali,8,250
1637,60,50+,86000,Clothing,Jeans,Lee,5,1700
1638,62,50+,88000,Home Decor,Rug,IKEA,4,2000
1639,64,50+,90000,Electronics,Headphones,Bose,3,13000
1640,66,50+,92000,Groceries,Spices,Catch,7,130
1641,68,50+,94000,Clothing,Jacket,Wildcraft,3,5500
1642,18,18-25,25000,Electronics,Earbuds,Realme,8,1500
1643,20,18-25,28000,Clothing,TShirt,Adidas,8,1000
1644,22,18-25,30000,Groceries,Snacks,PepsiCo,9,160
1645,23,18-25,32000,Home Decor,WallLamp,Philips,6,900
1646,25,18-25,34000,Electronics,PowerBank,MI,7,1100
1647,27,26-35,36000,Clothing,Jeans,Spykar,7,1600
1648,29,26-35,39000,Groceries,Yogurt,Danone,8,95
1649,30,26-35,42000,Home Decor,Clock,Ajanta,6,1100
1650,32,26-35,45000,Clothing,Jacket,Adidas,5,3400
1651,34,26-35,48000,Electronics,Keyboard,Razer,5,3500
1652,35,26-35,51000,Groceries,Cheese,Gowardhan,7,190
1653,37,36-50,54000,Home Decor,Cushions,IKEA,6,330
1654,39,36-50,57000,Clothing,Trousers,Arrow,7,1900
1655,40,36-50,60000,Electronics,Smartwatch,Samsung,5,12000
1656,42,36-50,63000,Groceries,Juice,Real,8,110
1657,44,36-50,66000,Home Decor,WallArt,IKEA,5,2700
1658,46,36-50,69000,Clothing,Shirt,AllenSolly,6,2600
1659,47,36-50,72000,Electronics,Projector,Epson,3,30000
1660,49,36-50,75000,Groceries,Coffee,Starbucks,7,500
1661,51,50+,77000,Home Decor,Bedsheet,Portico,5,1500
1662,53,50+,79000,Clothing,Sweater,AllenSolly,4,2300
1663,55,50+,81000,Electronics,Smart TV,LG,4,41000
1664,57,50+,83000,Groceries,Tea,Tetley,8,250
1665,59,50+,85000,Clothing,Shirt,VanHeusen,6,2300
1666,61,50+,87000,Home Decor,Curtains,IKEA,4,2800
1667,63,50+,89000,Electronics,Speaker,JBL,3,7000
1668,65,50+,91000,Groceries,Honey,Natural,7,300
1669,67,50+,93000,Clothing,Jacket,Woodland,3,3400
1670,19,18-25,27000,Electronics,Headphones,Sony,7,2400
1671,21,18-25,30000,Clothing,Cap,Nike,8,600
1672,23,18-25,32000,Groceries,Chips,UncleChips,9,50
1673,24,18-25,34000,Home Decor,PhotoFrames,IKEA,6,350
1674,26,26-35,36000,Electronics,Smartwatch,Fossil,5,12000
1675,28,26-35,39000,Clothing,Jeans,Wrangler,7,1500
1676,30,26-35,42000,Groceries,Chocolate,Ferrero,8,200
1677,31,26-35,45000,Home Decor,Rug,IKEA,6,1600
1678,33,26-35,48000,Clothing,Shorts,HRX,7,950
1679,35,26-35,51000,Electronics,Camera,Panasonic,4,25000
1680,36,36-50,54000,Groceries,Sauce,Maggi,7,100
1681,38,36-50,57000,Home Decor,WallClock,Quartz,6,700
1682,40,36-50,60000,Clothing,Jacket,Wildcraft,5,3500
1683,41,36-50,63000,Electronics,Monitor,LG,5,9500
1684,43,36-50,66000,Groceries,Pasta,Bambino,8,130
1685,45,36-50,69000,Home Decor,Lampshade,IKEA,6,450
1686,46,36-50,72000,Clothing,Blazer,BlackBerry,4,5000
1687,48,36-50,75000,Electronics,GamingConsole,Nintendo,3,23000
1688,50,50+,77000,Groceries,Rice,IndiaGate,7,1050
1689,52,50+,79000,Home Decor,Carpet,IKEA,5,3500
1690,54,50+,81000,Clothing,Sweater,JohnPlayers,4,2000
1691,56,50+,83000,Electronics,Tablet,Asus,4,16000
1692,58,50+,85000,Groceries,Flour,Ashirwad,8,240
1693,60,50+,87000,Clothing,Jeans,Pepe,5,1500
1694,62,50+,89000,Home Decor,Lamp,Philips,6,2200
1695,64,50+,91000,Electronics,Headphones,Sennheiser,3,10000
1696,66,50+,93000,Groceries,Spices,Everest,7,110
1697,68,50+,95000,Clothing,Jacket,NorthFace,3,5400
1698,18,18-25,24000,Clothing,Hoodie,Puma,8,1700
1699,20,18-25,27000,Electronics,Earbuds,Skullcandy,7,1700
1700,22,18-25,29000,Groceries,EnergyDrink,Monster,8,120
1701,24,18-25,31000,Home Decor,Showpiece,IKEA,6,750
1702,25,18-25,33000,Clothing,TShirt,Nike,8,1200
1703,27,26-35,35000,Electronics,Router,TP-Link,6,1200
1704,29,26-35,38000,Groceries,Biscuits,Parle,8,60
1705,31,26-35,41000,Home Decor,Cushion,IKEA,7,300
1706,32,26-35,44000,Clothing,Jeans,FlyingMachine,6,1800
1707,34,26-35,47000,Electronics,SmartBand,MI,5,1400
1708,36,36-50,50000,Groceries,Jam,Kissan,8,100
1709,38,36-50,53000,Home Decor,Curtains,IKEA,6,2400
1710,39,36-50,56000,Clothing,Jacket,Decathlon,5,2900
1711,41,36-50,59000,Electronics,Keyboard,Logitech,4,2100
1712,43,36-50,62000,Groceries,Mayonnaise,Veeba,7,120
1713,45,36-50,65000,Home Decor,Rug,HomeTown,5,2100
1714,46,36-50,68000,Clothing,Shirt,VanHeusen,6,2400
1715,48,36-50,71000,Electronics,ExternalDrive,Seagate,5,4500
1716,50,50+,73000,Groceries,Coffee,Nescafe,8,400
1717,52,50+,75000,Home Decor,WallClock,Titan,6,950
1718,54,50+,77000,Clothing,Sweater,MonteCarlo,4,2000
1719,56,50+,79000,Electronics,Smartwatch,Fitbit,4,11000
1720,58,50+,81000,Groceries,Tea,Tata,8,290
1721,60,50+,83000,Clothing,Jacket,AllenSolly,4,2500
1722,62,50+,85000,Home Decor,Bedsheet,BombayDyeing,5,1400
1723,64,50+,87000,Electronics,Printer,Epson,4,6500
1724,66,50+,89000,Groceries,Honey,Zandu,7,240
1725,68,50+,91000,Clothing,Blazer,LouisPhilippe,3,4500
1726,19,18-25,26000,Electronics,Headphones,JBL,7,3000
1727,21,18-25,29000,Clothing,Shorts,Reebok,8,1100
1728,23,18-25,31000,Groceries,Chocolate,Amul,9,70
1729,24,18-25,33000,Home Decor,WallStickers,IKEA,6,200
1730,26,26-35,35000,Electronics,Speaker,Philips,6,4000
1731,28,26-35,38000,Clothing,Jeans,Levis,7,1900
1732,30,26-35,41000,Groceries,Oats,Quaker,8,180
1733,31,26-35,44000,Home Decor,Vases,IKEA,6,450
1734,33,26-35,47000,Clothing,Jacket,Columbia,5,4800
1735,35,26-35,50000,Electronics,Smartwatch,Apple,4,17000
1736,36,36-50,53000,Groceries,Pasta,Barilla,8,130
1737,38,36-50,56000,Home Decor,PhotoFrames,IKEA,6,400
1738,40,36-50,59000,Clothing,TShirt,Puma,7,1100
1739,41,36-50,62000,Electronics,Camera,Canon,4,32000
1740,43,36-50,65000,Groceries,Soup,Knorr,7,80
1741,45,36-50,68000,Home Decor,Lamp,Philips,6,2300
1742,47,36-50,71000,Clothing,FormalShirt,Arrow,6,2000
1743,48,36-50,74000,Electronics,Monitor,Acer,4,9000
1744,50,50+,76000,Groceries,Rice,Kohinoor,7,1000
1745,52,50+,78000,Home Decor,Curtains,IKEA,5,2700
1746,54,50+,80000,Clothing,Sweater,AllenSolly,4,2100
1747,56,50+,82000,Electronics,Tablet,Samsung,4,21000
1748,58,50+,84000,Groceries,Flour,ShaktiBhog,8,230
1749,60,50+,86000,Clothing,Jeans,Lee,5,1600
1750,62,50+,88000,Home Decor,Rug,IKEA,4,1900
1751,64,50+,90000,Electronics,Headphones,Bose,3,12000
1752,66,50+,92000,Groceries,Spices,MDH,7,110
1753,68,50+,94000,Clothing,Jacket,Columbia,3,4900
1754,18,18-25,25000,Electronics,Earbuds,Boat,8,1400
1755,20,18-25,28000,Clothing,TShirt,Adidas,8,950
1756,22,18-25,30000,Groceries,Snacks,PepsiCo,9,150
1757,23,18-25,32000,Home Decor,WallLamp,IKEA,6,850
1758,25,18-25,34000,Electronics,PowerBank,Anker,7,1000
1759,27,26-35,36000,Clothing,Jeans,Spykar,7,1500
1760,29,26-35,39000,Groceries,Yogurt,Amul,8,85
1761,30,26-35,42000,Home Decor,Clock,Ajanta,6,1000
1762,32,26-35,45000,Clothing,Jacket,Adidas,5,3200
1763,34,26-35,48000,Electronics,Keyboard,Corsair,5,3200
1764,35,26-35,51000,Groceries,Cheese,Amul,7,180
1765,37,36-50,54000,Home Decor,Cushions,IKEA,6,320
1766,39,36-50,57000,Clothing,Trousers,PeterEngland,7,1800
1767,40,36-50,60000,Electronics,Smartwatch,Samsung,5,11000
1768,42,36-50,63000,Groceries,Juice,Tropicana,8,100
1769,44,36-50,66000,Home Decor,WallArt,IKEA,5,2600
1770,46,36-50,69000,Clothing,Shirt,AllenSolly,6,2400
1771,47,36-50,72000,Electronics,Projector,BenQ,3,34000
1772,49,36-50,75000,Groceries,Coffee,Starbucks,7,480
1773,51,50+,77000,Home Decor,Bedsheet,Portico,5,1400
1774,53,50+,79000,Clothing,Sweater,JohnPlayers,4,1900
1775,55,50+,81000,Electronics,Smart TV,Sony,4,42000
1776,57,50+,83000,Groceries,Tea,TajMahal,8,270
1777,59,50+,85000,Clothing,Shirt,VanHeusen,6,2200
1778,61,50+,87000,Home Decor,Curtains,IKEA,4,2600
1779,63,50+,89000,Electronics,Speaker,Sony,3,9000
1780,65,50+,91000,Groceries,Honey,Himalaya,7,260
1781,67,50+,93000,Clothing,Jacket,Woodland,3,3200
1782,19,18-25,27000,Electronics,Headphones,Sony,7,2200
1783,21,18-25,30000,Clothing,Cap,Puma,8,550
1784,23,18-25,32000,Groceries,Chips,Lays,9,45
1785,24,18-25,34000,Home Decor,PhotoFrames,IKEA,6,300
1786,26,26-35,36000,Electronics,Smartwatch,Amazfit,5,4800
1787,28,26-35,39000,Clothing,Jeans,Wrangler,7,1400
1788,30,26-35,42000,Groceries,Chocolate,DairyMilk,8,70
1789,31,26-35,45000,Home Decor,Rug,IKEA,6,1500
1790,33,26-35,48000,Clothing,Shorts,HRX,7,900
1791,35,26-35,51000,Electronics,Camera,Nikon,4,29000
1792,36,36-50,54000,Groceries,Sauce,Heinz,7,150
1793,38,36-50,57000,Home Decor,WallClock,Quartz,6,650
1794,40,36-50,60000,Clothing,Jacket,Wildcraft,5,3300
1795,41,36-50,63000,Electronics,Monitor,Dell,5,11000
1796,43,36-50,66000,Groceries,Pasta,DelMonte,8,120
1797,45,36-50,69000,Home Decor,Lampshade,IKEA,6,420
1798,46,36-50,72000,Clothing,Blazer,Arrow,4,4800
1799,48,36-50,75000,Electronics,GamingConsole,Sony,3,32000
1800,50,50+,77000,Groceries,Rice,Daawat,7,1000
1801,52,50+,79000,Home Decor,Carpet,IKEA,5,3300
1802,54,50+,81000,Clothing,Sweater,MonteCarlo,4,1900
1803,56,50+,83000,Electronics,Tablet,Lenovo,4,17000
1804,58,50+,85000,Groceries,Flour,Patanjali,8,220
1805,60,50+,87000,Clothing,Jeans,Pepe,5,1400
1806,62,50+,89000,Home Decor,Lamp,Philips,6,2100
1807,64,50+,91000,Electronics,Headphones,Sennheiser,3,9000
1808,66,50+,93000,Groceries,Spices,Catch,7,100
1809,68,50+,95000,Clothing,Jacket,NorthFace,3,5000
1810,18,18-25,24000,Clothing,Hoodie,Nike,8,1800
1811,20,18-25,27000,Electronics,Earbuds,Noise,7,1200
1812,22,18-25,29000,Groceries,EnergyDrink,RedBull,8,110
1813,24,18-25,31000,Home Decor,Showpiece,IKEA,6,700
1814,25,18-25,33000,Clothing,TShirt,Puma,8,1000
1815,27,26-35,35000,Electronics,Router,Netgear,6,1700
1816,29,26-35,38000,Groceries,Biscuits,Britannia,8,90
1817,31,26-35,41000,Home Decor,Cushion,IKEA,7,280
1818,32,26-35,44000,Clothing,Jeans,FlyingMachine,6,1700
1819,34,26-35,47000,Electronics,SmartBand,Huawei,5,1300
1820,36,36-50,50000,Groceries,Jam,Kissan,8,90
1821,38,36-50,53000,Home Decor,Curtains,IKEA,6,2300
1822,39,36-50,56000,Clothing,Jacket,Decathlon,5,2800
1823,41,36-50,59000,Electronics,Keyboard,Razer,4,3100
1824,43,36-50,62000,Groceries,Mayonnaise,FunFoods,7,110
1825,45,36-50,65000,Home Decor,Rug,HomeTown,5,2000
1826,46,36-50,68000,Clothing,Shirt,VanHeusen,6,2200
1827,48,36-50,71000,Electronics,ExternalDrive,Toshiba,5,4300
1828,50,50+,73000,Groceries,Coffee,Nestle,8,380
1829,52,50+,75000,Home Decor,WallClock,Titan,6,900
1830,54,50+,77000,Clothing,Sweater,AllenSolly,4,1800
1831,56,50+,79000,Electronics,Smartwatch,Garmin,4,15000
1832,58,50+,81000,Groceries,Tea,Tata,8,270
1833,60,50+,83000,Clothing,Jacket,AllenSolly,4,2400
1834,62,50+,85000,Home Decor,Bedsheet,BombayDyeing,5,1300
1835,64,50+,87000,Electronics,Printer,HP,4,6200
1836,66,50+,89000,Groceries,Honey,Dabur,7,230
1837,68,50+,91000,Clothing,Blazer,BlackBerry,3,4300
1838,19,18-25,26000,Electronics,Headphones,JBL,7,2800
1839,21,18-25,29000,Clothing,Shorts,Nike,8,1000
1840,23,18-25,31000,Groceries,Chocolate,KitKat,9,60
1841,24,18-25,33000,Home Decor,WallStickers,IKEA,6,180
1842,26,26-35,35000,Electronics,Speaker,JBL,6,6000
1843,28,26-35,38000,Clothing,Jeans,Levis,7,1800
1844,30,26-35,41000,Groceries,Oats,Saffola,8,170
1845,31,26-35,44000,Home Decor,Vases,IKEA,6,400
1846,33,26-35,47000,Clothing,Jacket,NorthFace,5,5000
1847,35,26-35,50000,Electronics,Smartwatch,Apple,4,16000
1848,36,36-50,53000,Groceries,Pasta,Barilla,8,120
1849,38,36-50,56000,Home Decor,PhotoFrames,IKEA,6,380
1850,40,36-50,59000,Clothing,TShirt,USPA,7,1000
1851,41,36-50,62000,Electronics,Camera,Sony,4,28000
1852,43,36-50,65000,Groceries,Soup,Knorr,7,75
1853,45,36-50,68000,Home Decor,Lamp,Philips,6,2200
1854,47,36-50,71000,Clothing,FormalShirt,PeterEngland,6,1900
1855,48,36-50,74000,Electronics,Monitor,BENQ,4,11000
1856,50,50+,76000,Groceries,Rice,IndiaGate,7,950
1857,52,50+,78000,Home Decor,Curtains,IKEA,5,2500
1858,54,50+,80000,Clothing,Sweater,JohnPlayers,4,1800
1859,56,50+,82000,Electronics,Tablet,Asus,4,15000
1860,58,50+,84000,Groceries,Flour,Ashirwad,8,210
1861,60,50+,86000,Clothing,Jeans,Lee,5,1400
1862,62,50+,88000,Home Decor,Rug,IKEA,4,1800
1863,64,50+,90000,Electronics,Headphones,Bose,3,11000
1864,66,50+,92000,Groceries,Spices,Everest,7,90
1865,68,50+,94000,Clothing,Jacket,Wildcraft,3,4700
1866,18,18-25,25000,Electronics,Earbuds,Realme,8,1200
1867,20,18-25,28000,Clothing,TShirt,HRX,8,850
1868,22,18-25,30000,Groceries,Snacks,Bingo,9,140
1869,23,18-25,32000,Home Decor,WallLamp,Philips,6,800
1870,25,18-25,34000,Electronics,PowerBank,Samsung,7,900
1871,27,26-35,36000,Clothing,Jeans,Spykar,7,1400
1872,29,26-35,39000,Groceries,Yogurt,Danone,8,80
1873,30,26-35,42000,Home Decor,Clock,Ajanta,6,900
